n.evals.q.1.0.	train._.me.hebbian.network.best.quality.fitness	train._.me.hebbian.network.best.quality.fitness.min	train._.me.hebbian.network.best.quality.fitness.max	train._.me.hebbian.layer.best.quality.fitness	train._.me.hebbian.layer.best.quality.fitness.min	train._.me.hebbian.layer.best.quality.fitness.max	train._.me.hebbian.neuron.best.quality.fitness	train._.me.hebbian.neuron.best.quality.fitness.min	train._.me.hebbian.neuron.best.quality.fitness.max	train._.me.hebbian.synapse.best.quality.fitness	train._.me.hebbian.synapse.best.quality.fitness.min	train._.me.hebbian.synapse.best.quality.fitness.max	train._.me.freeForm.best.quality.fitness	train._.me.freeForm.best.quality.fitness.min	train._.me.freeForm.best.quality.fitness.max
2.560e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.570e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.580e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.590e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.600e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.610e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.620e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.630e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.640e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.002e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.650e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.660e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.670e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.680e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.690e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.700e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.710e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.720e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.730e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.740e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.750e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.760e+04	4.025e+01	1.366e+00	1.163e+02	7.471e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.770e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.780e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.790e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.800e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.810e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.820e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.830e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.840e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.850e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.860e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.050e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.870e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.880e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.890e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.900e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.910e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.920e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.930e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.940e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.950e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.960e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.970e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.980e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.144e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
2.990e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
3.000e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
3.010e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
3.020e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
3.030e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
3.040e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.579e+02	3.375e+01	3.167e+02
3.050e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.060e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.070e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.080e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.090e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.100e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.110e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.120e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.130e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.140e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.150e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.160e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.170e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.180e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.190e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.200e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.210e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	1.860e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.220e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.230e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.240e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.250e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.260e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.270e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.280e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.290e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.300e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.310e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.972e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.320e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.330e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.340e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.350e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.360e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.253e+02	4.116e+02	4.343e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.370e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.380e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.390e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.400e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.410e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.420e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.430e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.440e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.014e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.450e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.019e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.460e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.470e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.480e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.490e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.500e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.977e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.510e+04	4.025e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.520e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.530e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.540e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.550e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.560e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.570e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.580e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.590e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.600e+04	6.393e+01	1.366e+00	1.163e+02	7.580e+01	5.410e+01	9.954e+01	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.610e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.620e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.630e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.371e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.640e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.650e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.660e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.670e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.680e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.989e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.690e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.995e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.700e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.995e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.710e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.995e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.720e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.995e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.730e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.995e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.740e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.995e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.750e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.995e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
3.760e+04	6.393e+01	1.366e+00	1.163e+02	9.144e+01	5.410e+01	1.207e+02	4.268e+02	4.156e+02	4.403e+02	5.036e+02	4.995e+02	5.056e+02	2.657e+02	3.375e+01	3.167e+02
